原始数据（规则筛选或信息抽取）：训练集有数据3000条，验证集有数据334条。
原始数据（规则筛选或信息抽取）：训练集有数据1199条，验证集有数据134条。
规则：训练集有数据574条，验证集有数据64条。
/home/asus/miniconda3/envs/intelligent-test/lib/python3.9/site-packages/scipy/__init__.py:132: UserWarning: A NumPy version >=1.21.6 and <1.28.0 is required for this version of SciPy (detected version 1.21.5)
  warnings.warn(f"A NumPy version >={np_minversion} and <{np_maxversion}"
Building prefix dict from /home/asus/miniconda3/envs/intelligent-test/lib/python3.9/site-packages/synonyms/data/vocab.txt ...
Loading model from cache /tmp/jieba.u2936b6aa2669ea7ea53bb471c04c76db.cache
Loading model cost 0.834 seconds.
Prefix dict has been built successfully.
Simbert不能正常使用，除非你安装：bert4keras、tensorflow ，为了安装快捷，没有默认安装.... No module named 'bert4keras'
smart_open library not found; falling back to local-filesystem-only

 Synonyms: v3.18.0, Project home: https://github.com/chatopera/Synonyms/

 Project Sponsored by Chatopera

  deliver your chatbots with Chatopera Cloud Services --> https://bot.chatopera.com

>> Synonyms load wordseg dict [/home/asus/miniconda3/envs/intelligent-test/lib/python3.9/site-packages/synonyms/data/vocab.txt] ... 
>> Synonyms on loading stopwords [/home/asus/miniconda3/envs/intelligent-test/lib/python3.9/site-packages/synonyms/data/stopwords.txt] ...
>> Synonyms on loading vectors [/home/asus/miniconda3/envs/intelligent-test/lib/python3.9/site-packages/synonyms/data/words.vector.gz] ...
/home/asus/miniconda3/envs/intelligent-test/lib/python3.9/site-packages/scipy/__init__.py:132: UserWarning: A NumPy version >=1.21.6 and <1.28.0 is required for this version of SciPy (detected version 1.21.5)
  warnings.warn(f"A NumPy version >={np_minversion} and <{np_maxversion}"
Some weights of the model checkpoint at ../model/mengzi-bert-base-fin were not used when initializing BertForTokenClassification: ['pos_transform.LayerNorm.weight', 'cls.predictions.transform.dense.bias', 'sop.cls.bias', 'cls.predictions.bias', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.decoder.bias', 'pos_head.bias', 'pos_transform.dense.bias', 'cls.predictions.decoder.weight', 'cls.predictions.transform.dense.weight', 'pos_head.weight', 'sop.cls.weight', 'cls.predictions.transform.LayerNorm.weight', 'pos_transform.dense.weight', 'pos_transform.LayerNorm.bias']
- This IS expected if you are initializing BertForTokenClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertForTokenClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of BertForTokenClassification were not initialized from the model checkpoint at ../model/mengzi-bert-base-fin and are newly initialized: ['classifier.bias', 'classifier.weight']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
/home/asus/miniconda3/envs/intelligent-test/lib/python3.9/site-packages/transformers/optimization.py:391: FutureWarning: This implementation of AdamW is deprecated and will be removed in a future version. Use the PyTorch implementation torch.optim.AdamW instead, or set `no_deprecation_warning=True` to disable this warning
  warnings.warn(
{'loss': 0.6662, 'learning_rate': 4.995155977523736e-05, 'epoch': 0.02}
{'loss': 0.1419, 'learning_rate': 4.8159271459019574e-05, 'epoch': 0.74}
{'loss': 0.1319, 'learning_rate': 4.8110831234256935e-05, 'epoch': 0.76}
{'loss': 0.1411, 'learning_rate': 4.806239100949428e-05, 'epoch': 0.78}
{'loss': 0.1348, 'learning_rate': 4.801395078473164e-05, 'epoch': 0.79}
{'loss': 0.1249, 'learning_rate': 4.7965510559969e-05, 'epoch': 0.81}
{'loss': 0.1216, 'learning_rate': 4.791707033520636e-05, 'epoch': 0.83}
{'loss': 0.1355, 'learning_rate': 4.786863011044371e-05, 'epoch': 0.85}
{'loss': 0.1276, 'learning_rate': 4.782018988568107e-05, 'epoch': 0.87}
{'loss': 0.1257, 'learning_rate': 4.777174966091843e-05, 'epoch': 0.89}
{'loss': 0.1304, 'learning_rate': 4.7723309436155786e-05, 'epoch': 0.91}
{'loss': 0.1222, 'learning_rate': 4.767486921139314e-05, 'epoch': 0.93}
{'loss': 0.1241, 'learning_rate': 4.76264289866305e-05, 'epoch': 0.95}
{'loss': 0.1213, 'learning_rate': 4.757798876186786e-05, 'epoch': 0.97}
{'loss': 0.1226, 'learning_rate': 4.752954853710521e-05, 'epoch': 0.99}
{'eval_loss': 0.053971316665410995, 'eval_runtime': 4.5208, 'eval_samples_per_second': 141.127, 'eval_steps_per_second': 17.696, 'epoch': 1.0}
{'loss': 0.1146, 'learning_rate': 4.748110831234257e-05, 'epoch': 1.01}
{'loss': 0.1075, 'learning_rate': 4.743266808757993e-05, 'epoch': 1.03}
{'loss': 0.1018, 'learning_rate': 4.7384227862817284e-05, 'epoch': 1.05}
{'loss': 0.1055, 'learning_rate': 4.733578763805464e-05, 'epoch': 1.07}
{'loss': 0.1147, 'learning_rate': 4.7287347413292e-05, 'epoch': 1.09}
{'loss': 0.0993, 'learning_rate': 4.723890718852936e-05, 'epoch': 1.1}
{'loss': 0.0986, 'learning_rate': 4.7190466963766713e-05, 'epoch': 1.12}
{'loss': 0.1067, 'learning_rate': 4.714202673900407e-05, 'epoch': 1.14}
{'loss': 0.1137, 'learning_rate': 4.709358651424143e-05, 'epoch': 1.16}
{'loss': 0.1064, 'learning_rate': 4.704514628947879e-05, 'epoch': 1.18}
{'loss': 0.1012, 'learning_rate': 4.699670606471614e-05, 'epoch': 1.2}
{'loss': 0.107, 'learning_rate': 4.69482658399535e-05, 'epoch': 1.22}
{'loss': 0.1028, 'learning_rate': 4.689982561519086e-05, 'epoch': 1.24}
{'loss': 0.1062, 'learning_rate': 4.685138539042822e-05, 'epoch': 1.26}
{'loss': 0.1027, 'learning_rate': 4.6802945165665565e-05, 'epoch': 1.28}
{'loss': 0.0946, 'learning_rate': 4.6754504940902926e-05, 'epoch': 1.3}
{'loss': 0.1108, 'learning_rate': 4.670606471614029e-05, 'epoch': 1.32}
{'loss': 0.0995, 'learning_rate': 4.665762449137764e-05, 'epoch': 1.34}
{'loss': 0.0973, 'learning_rate': 4.6609184266614995e-05, 'epoch': 1.36}
{'loss': 0.0887, 'learning_rate': 4.6560744041852355e-05, 'epoch': 1.38}
{'loss': 0.1021, 'learning_rate': 4.6512303817089716e-05, 'epoch': 1.4}
{'loss': 0.0896, 'learning_rate': 4.646386359232707e-05, 'epoch': 1.41}
{'loss': 0.1141, 'learning_rate': 4.6415423367564424e-05, 'epoch': 1.43}
{'loss': 0.0995, 'learning_rate': 4.6366983142801785e-05, 'epoch': 1.45}
{'loss': 0.1025, 'learning_rate': 4.6318542918039145e-05, 'epoch': 1.47}
{'loss': 0.1022, 'learning_rate': 4.62701026932765e-05, 'epoch': 1.49}
{'loss': 0.0936, 'learning_rate': 4.622166246851385e-05, 'epoch': 1.51}
{'loss': 0.1032, 'learning_rate': 4.6173222243751214e-05, 'epoch': 1.53}
{'loss': 0.0995, 'learning_rate': 4.6124782018988575e-05, 'epoch': 1.55}
{'loss': 0.1102, 'learning_rate': 4.607634179422593e-05, 'epoch': 1.57}
{'loss': 0.0955, 'learning_rate': 4.602790156946328e-05, 'epoch': 1.59}
{'loss': 0.0964, 'learning_rate': 4.597946134470064e-05, 'epoch': 1.61}
{'loss': 0.0784, 'learning_rate': 4.5931021119938e-05, 'epoch': 1.63}
{'loss': 0.0798, 'learning_rate': 4.588258089517535e-05, 'epoch': 1.65}
{'loss': 0.0932, 'learning_rate': 4.583414067041271e-05, 'epoch': 1.67}
{'loss': 0.0968, 'learning_rate': 4.578570044565007e-05, 'epoch': 1.69}
{'loss': 0.0955, 'learning_rate': 4.5737260220887426e-05, 'epoch': 1.71}
{'loss': 0.0906, 'learning_rate': 4.568881999612478e-05, 'epoch': 1.72}
{'loss': 0.092, 'learning_rate': 4.564037977136214e-05, 'epoch': 1.74}
{'loss': 0.1074, 'learning_rate': 4.55919395465995e-05, 'epoch': 1.76}
{'loss': 0.0913, 'learning_rate': 4.5543499321836856e-05, 'epoch': 1.78}
{'loss': 0.0845, 'learning_rate': 4.549505909707421e-05, 'epoch': 1.8}
{'loss': 0.0796, 'learning_rate': 4.544661887231157e-05, 'epoch': 1.82}
{'loss': 0.1001, 'learning_rate': 4.539817864754893e-05, 'epoch': 1.84}
{'loss': 0.0908, 'learning_rate': 4.5349738422786285e-05, 'epoch': 1.86}
{'loss': 0.0959, 'learning_rate': 4.530129819802364e-05, 'epoch': 1.88}
{'loss': 0.0785, 'learning_rate': 4.5252857973261e-05, 'epoch': 1.9}
{'loss': 0.0879, 'learning_rate': 4.5204417748498354e-05, 'epoch': 1.92}
{'loss': 0.0839, 'learning_rate': 4.515597752373571e-05, 'epoch': 1.94}
{'loss': 0.0847, 'learning_rate': 4.510753729897307e-05, 'epoch': 1.96}
{'loss': 0.0811, 'learning_rate': 4.505909707421043e-05, 'epoch': 1.98}
{'loss': 0.0931, 'learning_rate': 4.501065684944778e-05, 'epoch': 2.0}
{'eval_loss': 0.043889351189136505, 'eval_runtime': 4.5306, 'eval_samples_per_second': 140.82, 'eval_steps_per_second': 17.658, 'epoch': 2.0}
{'loss': 0.0872, 'learning_rate': 4.496221662468514e-05, 'epoch': 2.02}
{'loss': 0.0672, 'learning_rate': 4.49137763999225e-05, 'epoch': 2.03}
{'loss': 0.0773, 'learning_rate': 4.486533617515986e-05, 'epoch': 2.05}
{'loss': 0.0769, 'learning_rate': 4.481689595039721e-05, 'epoch': 2.07}
{'loss': 0.0749, 'learning_rate': 4.4768455725634566e-05, 'epoch': 2.09}
{'loss': 0.0708, 'learning_rate': 4.472001550087193e-05, 'epoch': 2.11}
{'loss': 0.0618, 'learning_rate': 4.467157527610929e-05, 'epoch': 2.13}
{'loss': 0.078, 'learning_rate': 4.462313505134664e-05, 'epoch': 2.15}
{'loss': 0.0829, 'learning_rate': 4.4574694826583995e-05, 'epoch': 2.17}
{'loss': 0.0714, 'learning_rate': 4.4526254601821356e-05, 'epoch': 2.19}
{'loss': 0.0767, 'learning_rate': 4.447781437705871e-05, 'epoch': 2.21}
{'loss': 0.0845, 'learning_rate': 4.4429374152296064e-05, 'epoch': 2.23}
{'loss': 0.0713, 'learning_rate': 4.4380933927533425e-05, 'epoch': 2.25}
{'loss': 0.0718, 'learning_rate': 4.4332493702770785e-05, 'epoch': 2.27}
{'loss': 0.0777, 'learning_rate': 4.428405347800814e-05, 'epoch': 2.29}
{'loss': 0.0817, 'learning_rate': 4.423561325324549e-05, 'epoch': 2.31}
{'loss': 0.0722, 'learning_rate': 4.4187173028482854e-05, 'epoch': 2.33}
{'loss': 0.0835, 'learning_rate': 4.4138732803720215e-05, 'epoch': 2.34}
{'loss': 0.0771, 'learning_rate': 4.409029257895757e-05, 'epoch': 2.36}
{'loss': 0.0701, 'learning_rate': 4.404185235419492e-05, 'epoch': 2.38}
{'loss': 0.0745, 'learning_rate': 4.399341212943228e-05, 'epoch': 2.4}
{'loss': 0.0823, 'learning_rate': 4.3944971904669644e-05, 'epoch': 2.42}
{'loss': 0.0762, 'learning_rate': 4.3896531679907e-05, 'epoch': 2.44}
{'loss': 0.0737, 'learning_rate': 4.384809145514435e-05, 'epoch': 2.46}
{'loss': 0.068, 'learning_rate': 4.379965123038171e-05, 'epoch': 2.48}
{'loss': 0.0744, 'learning_rate': 4.3751211005619066e-05, 'epoch': 2.5}
{'loss': 0.0779, 'learning_rate': 4.370277078085643e-05, 'epoch': 2.52}
{'loss': 0.0727, 'learning_rate': 4.365433055609378e-05, 'epoch': 2.54}
{'loss': 0.0722, 'learning_rate': 4.360589033133114e-05, 'epoch': 2.56}
{'loss': 0.0941, 'learning_rate': 4.3557450106568496e-05, 'epoch': 2.58}
{'loss': 0.0698, 'learning_rate': 4.350900988180585e-05, 'epoch': 2.6}
{'loss': 0.0678, 'learning_rate': 4.346056965704321e-05, 'epoch': 2.62}
{'loss': 0.0749, 'learning_rate': 4.341212943228057e-05, 'epoch': 2.64}
{'loss': 0.0765, 'learning_rate': 4.3363689207517925e-05, 'epoch': 2.65}
{'loss': 0.0779, 'learning_rate': 4.331524898275528e-05, 'epoch': 2.67}
{'loss': 0.0707, 'learning_rate': 4.326680875799264e-05, 'epoch': 2.69}
{'loss': 0.0788, 'learning_rate': 4.321836853323e-05, 'epoch': 2.71}
{'loss': 0.0854, 'learning_rate': 4.3169928308467354e-05, 'epoch': 2.73}
{'loss': 0.0656, 'learning_rate': 4.312148808370471e-05, 'epoch': 2.75}
{'loss': 0.0743, 'learning_rate': 4.307304785894207e-05, 'epoch': 2.77}
{'loss': 0.0837, 'learning_rate': 4.302460763417942e-05, 'epoch': 2.79}
{'loss': 0.0746, 'learning_rate': 4.2976167409416784e-05, 'epoch': 2.81}
{'loss': 0.0798, 'learning_rate': 4.292772718465414e-05, 'epoch': 2.83}
{'loss': 0.0692, 'learning_rate': 4.28792869598915e-05, 'epoch': 2.85}
{'loss': 0.0759, 'learning_rate': 4.283084673512885e-05, 'epoch': 2.87}
{'loss': 0.0691, 'learning_rate': 4.2782406510366206e-05, 'epoch': 2.89}
{'loss': 0.0658, 'learning_rate': 4.273396628560357e-05, 'epoch': 2.91}
{'loss': 0.0724, 'learning_rate': 4.268552606084093e-05, 'epoch': 2.93}
{'loss': 0.0567, 'learning_rate': 4.263708583607828e-05, 'epoch': 2.95}
{'loss': 0.0804, 'learning_rate': 4.2588645611315635e-05, 'epoch': 2.96}
{'loss': 0.0601, 'learning_rate': 4.2540205386552996e-05, 'epoch': 2.98}
{'eval_loss': 0.036620113998651505, 'eval_runtime': 4.5195, 'eval_samples_per_second': 141.166, 'eval_steps_per_second': 17.701, 'epoch': 3.0}
{'loss': 0.0736, 'learning_rate': 4.249176516179036e-05, 'epoch': 3.0}
{'loss': 0.0572, 'learning_rate': 4.244332493702771e-05, 'epoch': 3.02}
{'loss': 0.0579, 'learning_rate': 4.2394884712265065e-05, 'epoch': 3.04}
{'loss': 0.0565, 'learning_rate': 4.2346444487502425e-05, 'epoch': 3.06}
{'loss': 0.0659, 'learning_rate': 4.229800426273978e-05, 'epoch': 3.08}
{'loss': 0.0653, 'learning_rate': 4.224956403797714e-05, 'epoch': 3.1}
{'loss': 0.0646, 'learning_rate': 4.2201123813214494e-05, 'epoch': 3.12}
{'loss': 0.0635, 'learning_rate': 4.2152683588451855e-05, 'epoch': 3.14}
{'loss': 0.0752, 'learning_rate': 4.210424336368921e-05, 'epoch': 3.16}
{'loss': 0.0547, 'learning_rate': 4.205580313892656e-05, 'epoch': 3.18}
{'loss': 0.0566, 'learning_rate': 4.200736291416392e-05, 'epoch': 3.2}
{'loss': 0.059, 'learning_rate': 4.1958922689401284e-05, 'epoch': 3.22}
{'loss': 0.0617, 'learning_rate': 4.191048246463864e-05, 'epoch': 3.24}
{'loss': 0.0557, 'learning_rate': 4.186204223987599e-05, 'epoch': 3.26}
{'loss': 0.0686, 'learning_rate': 4.181360201511335e-05, 'epoch': 3.27}
{'loss': 0.0615, 'learning_rate': 4.1765161790350706e-05, 'epoch': 3.29}
{'loss': 0.0653, 'learning_rate': 4.171672156558807e-05, 'epoch': 3.31}
{'loss': 0.0654, 'learning_rate': 4.166828134082542e-05, 'epoch': 3.33}
{'loss': 0.058, 'learning_rate': 4.161984111606278e-05, 'epoch': 3.35}
{'loss': 0.0684, 'learning_rate': 4.1571400891300136e-05, 'epoch': 3.37}
{'loss': 0.0591, 'learning_rate': 4.1522960666537496e-05, 'epoch': 3.39}
{'loss': 0.0575, 'learning_rate': 4.147452044177485e-05, 'epoch': 3.41}
{'loss': 0.0574, 'learning_rate': 4.142608021701221e-05, 'epoch': 3.43}
{'loss': 0.0573, 'learning_rate': 4.1377639992249565e-05, 'epoch': 3.45}
{'loss': 0.059, 'learning_rate': 4.1329199767486926e-05, 'epoch': 3.47}
{'loss': 0.0647, 'learning_rate': 4.128075954272428e-05, 'epoch': 3.49}
{'loss': 0.0674, 'learning_rate': 4.123231931796164e-05, 'epoch': 3.51}
{'loss': 0.061, 'learning_rate': 4.1183879093198994e-05, 'epoch': 3.53}
{'loss': 0.0581, 'learning_rate': 4.113543886843635e-05, 'epoch': 3.55}
{'loss': 0.0576, 'learning_rate': 4.108699864367371e-05, 'epoch': 3.57}
{'loss': 0.0625, 'learning_rate': 4.103855841891106e-05, 'epoch': 3.58}
{'loss': 0.0607, 'learning_rate': 4.0990118194148424e-05, 'epoch': 3.6}
{'loss': 0.0684, 'learning_rate': 4.094167796938578e-05, 'epoch': 3.62}
{'loss': 0.0628, 'learning_rate': 4.089323774462314e-05, 'epoch': 3.64}
{'loss': 0.0664, 'learning_rate': 4.084479751986049e-05, 'epoch': 3.66}
{'loss': 0.0702, 'learning_rate': 4.079635729509785e-05, 'epoch': 3.68}
{'loss': 0.0588, 'learning_rate': 4.074791707033521e-05, 'epoch': 3.7}
{'loss': 0.0585, 'learning_rate': 4.069947684557257e-05, 'epoch': 3.72}
{'loss': 0.0625, 'learning_rate': 4.065103662080992e-05, 'epoch': 3.74}
{'loss': 0.0663, 'learning_rate': 4.060259639604728e-05, 'epoch': 3.76}
{'loss': 0.0619, 'learning_rate': 4.0554156171284636e-05, 'epoch': 3.78}
{'loss': 0.066, 'learning_rate': 4.0505715946522e-05, 'epoch': 3.8}
{'loss': 0.0634, 'learning_rate': 4.045727572175935e-05, 'epoch': 3.82}
{'loss': 0.0652, 'learning_rate': 4.0408835496996705e-05, 'epoch': 3.84}
{'loss': 0.0652, 'learning_rate': 4.0360395272234065e-05, 'epoch': 3.86}
{'loss': 0.0598, 'learning_rate': 4.031195504747142e-05, 'epoch': 3.88}
{'loss': 0.0569, 'learning_rate': 4.026351482270878e-05, 'epoch': 3.89}
{'loss': 0.0718, 'learning_rate': 4.0215074597946134e-05, 'epoch': 3.91}
{'loss': 0.0554, 'learning_rate': 4.0166634373183495e-05, 'epoch': 3.93}
{'loss': 0.0708, 'learning_rate': 4.011819414842085e-05, 'epoch': 3.95}
{'loss': 0.0572, 'learning_rate': 4.006975392365821e-05, 'epoch': 3.97}
{'loss': 0.057, 'learning_rate': 4.002131369889556e-05, 'epoch': 3.99}
{'eval_loss': 0.03758896142244339, 'eval_runtime': 4.5281, 'eval_samples_per_second': 140.897, 'eval_steps_per_second': 17.667, 'epoch': 4.0}
{'loss': 0.0591, 'learning_rate': 3.9972873474132924e-05, 'epoch': 4.01}
{'loss': 0.0458, 'learning_rate': 3.992443324937028e-05, 'epoch': 4.03}
{'loss': 0.0526, 'learning_rate': 3.987599302460764e-05, 'epoch': 4.05}
{'loss': 0.0555, 'learning_rate': 3.982755279984499e-05, 'epoch': 4.07}
{'loss': 0.0587, 'learning_rate': 3.977911257508235e-05, 'epoch': 4.09}
{'loss': 0.0594, 'learning_rate': 3.973067235031971e-05, 'epoch': 4.11}
{'loss': 0.0486, 'learning_rate': 3.968223212555706e-05, 'epoch': 4.13}
{'loss': 0.0643, 'learning_rate': 3.963379190079442e-05, 'epoch': 4.15}
{'loss': 0.0503, 'learning_rate': 3.9585351676031776e-05, 'epoch': 4.17}
{'loss': 0.0617, 'learning_rate': 3.9536911451269136e-05, 'epoch': 4.19}
{'loss': 0.046, 'learning_rate': 3.948847122650649e-05, 'epoch': 4.2}
{'loss': 0.0545, 'learning_rate': 3.944003100174385e-05, 'epoch': 4.22}
{'loss': 0.0424, 'learning_rate': 3.9391590776981205e-05, 'epoch': 4.24}
{'loss': 0.0451, 'learning_rate': 3.9343150552218566e-05, 'epoch': 4.26}
{'loss': 0.0544, 'learning_rate': 3.929471032745592e-05, 'epoch': 4.28}
{'loss': 0.0606, 'learning_rate': 3.924627010269328e-05, 'epoch': 4.3}
{'loss': 0.0575, 'learning_rate': 3.9197829877930634e-05, 'epoch': 4.32}
{'loss': 0.0536, 'learning_rate': 3.9149389653167995e-05, 'epoch': 4.34}
{'loss': 0.0543, 'learning_rate': 3.910094942840535e-05, 'epoch': 4.36}
{'loss': 0.0551, 'learning_rate': 3.905250920364271e-05, 'epoch': 4.38}
{'loss': 0.0559, 'learning_rate': 3.9004068978880064e-05, 'epoch': 4.4}
{'loss': 0.0675, 'learning_rate': 3.8955628754117424e-05, 'epoch': 4.42}
{'loss': 0.0541, 'learning_rate': 3.890718852935478e-05, 'epoch': 4.44}
{'loss': 0.064, 'learning_rate': 3.885874830459213e-05, 'epoch': 4.46}
{'loss': 0.051, 'learning_rate': 3.881030807982949e-05, 'epoch': 4.48}
{'loss': 0.0444, 'learning_rate': 3.876186785506685e-05, 'epoch': 4.5}
{'loss': 0.0558, 'learning_rate': 3.871342763030421e-05, 'epoch': 4.51}
{'loss': 0.0528, 'learning_rate': 3.866498740554156e-05, 'epoch': 4.53}
{'loss': 0.062, 'learning_rate': 3.861654718077892e-05, 'epoch': 4.55}
{'loss': 0.0589, 'learning_rate': 3.8568106956016276e-05, 'epoch': 4.57}
{'loss': 0.05, 'learning_rate': 3.851966673125364e-05, 'epoch': 4.59}
{'loss': 0.0529, 'learning_rate': 3.847122650649099e-05, 'epoch': 4.61}
{'loss': 0.0503, 'learning_rate': 3.842278628172835e-05, 'epoch': 4.63}
{'loss': 0.0481, 'learning_rate': 3.8374346056965705e-05, 'epoch': 4.65}
{'loss': 0.0525, 'learning_rate': 3.8325905832203066e-05, 'epoch': 4.67}
{'loss': 0.0487, 'learning_rate': 3.827746560744042e-05, 'epoch': 4.69}
{'loss': 0.0483, 'learning_rate': 3.822902538267778e-05, 'epoch': 4.71}
{'loss': 0.0479, 'learning_rate': 3.8180585157915135e-05, 'epoch': 4.73}
