Some weights of the model checkpoint at ../model/mengzi-bert-base-fin were not used when initializing BertForTokenClassification: ['cls.predictions.transform.dense.weight', 'sop.cls.bias', 'cls.predictions.bias', 'pos_head.bias', 'pos_transform.dense.bias', 'cls.predictions.transform.dense.bias', 'sop.cls.weight', 'pos_transform.dense.weight', 'pos_transform.LayerNorm.bias', 'cls.predictions.transform.LayerNorm.bias', 'cls.predictions.transform.LayerNorm.weight', 'cls.predictions.decoder.bias', 'pos_transform.LayerNorm.weight', 'cls.predictions.decoder.weight', 'pos_head.weight']
- This IS expected if you are initializing BertForTokenClassification from the checkpoint of a model trained on another task or with another architecture (e.g. initializing a BertForSequenceClassification model from a BertForPreTraining model).
- This IS NOT expected if you are initializing BertForTokenClassification from the checkpoint of a model that you expect to be exactly identical (initializing a BertForSequenceClassification model from a BertForSequenceClassification model).
Some weights of BertForTokenClassification were not initialized from the model checkpoint at ../model/mengzi-bert-base-fin and are newly initialized: ['classifier.weight', 'classifier.bias']
You should probably TRAIN this model on a down-stream task to be able to use it for predictions and inference.
/home/asus/miniconda3/envs/intelligent-test/lib/python3.9/site-packages/transformers/optimization.py:391: FutureWarning: This implementation of AdamW is deprecated and will be removed in a future version. Use the PyTorch implementation torch.optim.AdamW instead, or set `no_deprecation_warning=True` to disable this warning
  warnings.warn(
{'loss': 1.3515, 'learning_rate': 9.999802772813583e-06, 'epoch': 0.08}
{'loss': 0.0771, 'learning_rate': 7.182270965480963e-06, 'epoch': 10.69}
{'loss': 0.0765, 'learning_rate': 7.142228185216447e-06, 'epoch': 10.77}
{'loss': 0.0761, 'learning_rate': 7.102016402696878e-06, 'epoch': 10.86}
{'loss': 0.0801, 'learning_rate': 7.061638790264944e-06, 'epoch': 10.94}
{'eval_loss': 0.11111269146203995, 'eval_runtime': 10.6299, 'eval_samples_per_second': 142.805, 'eval_steps_per_second': 17.874, 'epoch': 11.0}
{'loss': 0.0772, 'learning_rate': 7.0210985333458055e-06, 'epoch': 11.03}
{'loss': 0.0756, 'learning_rate': 6.980398830195785e-06, 'epoch': 11.11}
{'loss': 0.0693, 'learning_rate': 6.939542891650057e-06, 'epoch': 11.2}
{'loss': 0.0724, 'learning_rate': 6.898533940869349e-06, 'epoch': 11.28}
{'loss': 0.0752, 'learning_rate': 6.8573752130856464e-06, 'epoch': 11.37}
{'loss': 0.0733, 'learning_rate': 6.816069955346986e-06, 'epoch': 11.45}
{'loss': 0.0758, 'learning_rate': 6.774621426261273e-06, 'epoch': 11.54}
{'loss': 0.0739, 'learning_rate': 6.733032895739215e-06, 'epoch': 11.62}
{'loss': 0.0745, 'learning_rate': 6.6913076447363605e-06, 'epoch': 11.7}
{'loss': 0.075, 'learning_rate': 6.6494489649942485e-06, 'epoch': 11.79}
{'loss': 0.0728, 'learning_rate': 6.607460158780736e-06, 'epoch': 11.87}
{'loss': 0.0734, 'learning_rate': 6.565344538629463e-06, 'epoch': 11.96}
{'eval_loss': 0.11158265918493271, 'eval_runtime': 10.6361, 'eval_samples_per_second': 142.721, 'eval_steps_per_second': 17.864, 'epoch': 12.0}
{'loss': 0.0737, 'learning_rate': 6.523105427078541e-06, 'epoch': 12.04}
{'loss': 0.0686, 'learning_rate': 6.480746156408417e-06, 'epoch': 12.13}
{'loss': 0.0701, 'learning_rate': 6.4382700683790025e-06, 'epoch': 12.21}
{'loss': 0.0725, 'learning_rate': 6.39568051396603e-06, 'epoch': 12.3}
{'loss': 0.0698, 'learning_rate': 6.352980853096693e-06, 'epoch': 12.38}
{'loss': 0.075, 'learning_rate': 6.3101744543845835e-06, 'epoch': 12.47}
{'loss': 0.0719, 'learning_rate': 6.2672646948639306e-06, 'epoch': 12.55}
{'loss': 0.0708, 'learning_rate': 6.224254959723193e-06, 'epoch': 12.64}
{'loss': 0.068, 'learning_rate': 6.181148642037989e-06, 'epoch': 12.72}
{'loss': 0.0711, 'learning_rate': 6.137949142503421e-06, 'epoch': 12.81}
{'loss': 0.0736, 'learning_rate': 6.0946598691657875e-06, 'epoch': 12.89}
{'loss': 0.0716, 'learning_rate': 6.051284237153723e-06, 'epoch': 12.98}
{'eval_loss': 0.10803381353616714, 'eval_runtime': 10.6389, 'eval_samples_per_second': 142.684, 'eval_steps_per_second': 17.859, 'epoch': 13.0}
{'loss': 0.0698, 'learning_rate': 6.007825668408769e-06, 'epoch': 13.06}
{'loss': 0.069, 'learning_rate': 5.964287591415424e-06, 'epoch': 13.15}
{'loss': 0.069, 'learning_rate': 5.920673440930657e-06, 'epoch': 13.23}
{'loss': 0.0686, 'learning_rate': 5.876986657712945e-06, 'epoch': 13.32}
{'loss': 0.0681, 'learning_rate': 5.833230688250822e-06, 'epoch': 13.4}
{'loss': 0.0695, 'learning_rate': 5.789408984490987e-06, 'epoch': 13.49}
{'loss': 0.0692, 'learning_rate': 5.745525003565973e-06, 'epoch': 13.57}
{'loss': 0.0693, 'learning_rate': 5.701582207521417e-06, 'epoch': 13.66}
{'loss': 0.0684, 'learning_rate': 5.6575840630429295e-06, 'epoch': 13.74}
{'loss': 0.0646, 'learning_rate': 5.613534041182606e-06, 'epoch': 13.83}
{'loss': 0.0702, 'learning_rate': 5.5694356170851974e-06, 'epoch': 13.91}
{'loss': 0.0674, 'learning_rate': 5.5252922697139455e-06, 'epoch': 13.99}
{'eval_loss': 0.10865191370248795, 'eval_runtime': 10.6381, 'eval_samples_per_second': 142.694, 'eval_steps_per_second': 17.86, 'epoch': 14.0}
{'loss': 0.0635, 'learning_rate': 5.481107481576134e-06, 'epoch': 14.08}
{'loss': 0.067, 'learning_rate': 5.43688473844834e-06, 'epoch': 14.16}
{'loss': 0.0649, 'learning_rate': 5.392627529101444e-06, 'epoch': 14.25}
{'loss': 0.0653, 'learning_rate': 5.348339345025399e-06, 'epoch': 14.33}
{'loss': 0.0656, 'learning_rate': 5.304023680153778e-06, 'epoch': 14.42}
{'loss': 0.0664, 'learning_rate': 5.259684030588141e-06, 'epoch': 14.5}
{'loss': 0.0676, 'learning_rate': 5.215323894322219e-06, 'epoch': 14.59}
{'loss': 0.0626, 'learning_rate': 5.17094677096596e-06, 'epoch': 14.67}
{'loss': 0.0689, 'learning_rate': 5.126556161469434e-06, 'epoch': 14.76}
{'loss': 0.0662, 'learning_rate': 5.082155567846648e-06, 'epoch': 14.84}
{'loss': 0.0671, 'learning_rate': 5.037748492899265e-06, 'epoch': 14.93}
{'eval_loss': 0.10535681247711182, 'eval_runtime': 10.6354, 'eval_samples_per_second': 142.73, 'eval_steps_per_second': 17.865, 'epoch': 15.0}
{'loss': 0.0682, 'learning_rate': 4.993338439940262e-06, 'epoch': 15.01}
{'loss': 0.0615, 'learning_rate': 4.948928912517561e-06, 'epoch': 15.1}
{'loss': 0.066, 'learning_rate': 4.904523414137614e-06, 'epoch': 15.18}
{'loss': 0.064, 'learning_rate': 4.860125447989026e-06, 'epoch': 15.27}
{'loss': 0.0641, 'learning_rate': 4.815738516666176e-06, 'epoch': 15.35}
{'loss': 0.0634, 'learning_rate': 4.7713661218928955e-06, 'epoch': 15.44}
{'loss': 0.0631, 'learning_rate': 4.727011764246216e-06, 'epoch': 15.52}
{'loss': 0.0647, 'learning_rate': 4.6826789428802e-06, 'epoch': 15.61}
{'loss': 0.062, 'learning_rate': 4.638371155249899e-06, 'epoch': 15.69}
{'loss': 0.0642, 'learning_rate': 4.5940918968354295e-06, 'epoch': 15.78}
{'loss': 0.066, 'learning_rate': 4.549844660866215e-06, 'epoch': 15.86}
{'loss': 0.0654, 'learning_rate': 4.505632938045392e-06, 'epoch': 15.95}
{'eval_loss': 0.10998169332742691, 'eval_runtime': 10.6438, 'eval_samples_per_second': 142.618, 'eval_steps_per_second': 17.851, 'epoch': 16.0}
{'loss': 0.0606, 'learning_rate': 4.4614602162744455e-06, 'epoch': 16.03}
{'loss': 0.0658, 'learning_rate': 4.417329980378026e-06, 'epoch': 16.12}
{'loss': 0.0614, 'learning_rate': 4.373245711829038e-06, 'epoch': 16.2}
{'loss': 0.0636, 'learning_rate': 4.329210888473984e-06, 'epoch': 16.28}
{'loss': 0.0597, 'learning_rate': 4.2852289842585875e-06, 'epoch': 16.37}
{'loss': 0.0623, 'learning_rate': 4.241303468953738e-06, 'epoch': 16.45}
{'loss': 0.0642, 'learning_rate': 4.197437807881754e-06, 'epoch': 16.54}
{'loss': 0.0623, 'learning_rate': 4.153635461643003e-06, 'epoch': 16.62}
{'loss': 0.0634, 'learning_rate': 4.109899885842883e-06, 'epoch': 16.71}
{'loss': 0.0603, 'learning_rate': 4.066234530819222e-06, 'epoch': 16.79}
{'loss': 0.0598, 'learning_rate': 4.022642841370065e-06, 'epoch': 16.88}
{'loss': 0.0635, 'learning_rate': 3.97912825648192e-06, 'epoch': 16.96}
{'eval_loss': 0.11436617374420166, 'eval_runtime': 10.6237, 'eval_samples_per_second': 142.888, 'eval_steps_per_second': 17.885, 'epoch': 17.0}
{'loss': 0.0593, 'learning_rate': 3.935694209058438e-06, 'epoch': 17.05}
{'loss': 0.0587, 'learning_rate': 3.892344125649612e-06, 'epoch': 17.13}
{'loss': 0.0582, 'learning_rate': 3.849081426181433e-06, 'epoch': 17.22}
{'loss': 0.0618, 'learning_rate': 3.8059095236860977e-06, 'epoch': 17.3}
{'loss': 0.0621, 'learning_rate': 3.7628318240327523e-06, 'epoch': 17.39}
{'loss': 0.0613, 'learning_rate': 3.719851725658795e-06, 'epoch': 17.47}
{'loss': 0.0628, 'learning_rate': 3.676972619301776e-06, 'epoch': 17.56}
{'loss': 0.0606, 'learning_rate': 3.634197887731896e-06, 'epoch': 17.64}
{'loss': 0.061, 'learning_rate': 3.591530905485142e-06, 'epoch': 17.73}
{'loss': 0.0631, 'learning_rate': 3.5489750385970525e-06, 'epoch': 17.81}
{'loss': 0.0607, 'learning_rate': 3.5065336443371867e-06, 'epoch': 17.9}
{'loss': 0.0597, 'learning_rate': 3.464210070944256e-06, 'epoch': 17.98}
{'eval_loss': 0.11378589272499084, 'eval_runtime': 10.6483, 'eval_samples_per_second': 142.558, 'eval_steps_per_second': 17.843, 'epoch': 18.0}
{'loss': 0.0571, 'learning_rate': 3.422007657361981e-06, 'epoch': 18.07}
{'loss': 0.0589, 'learning_rate': 3.3799297329756777e-06, 'epoch': 18.15}
{'loss': 0.0587, 'learning_rate': 3.337979617349598e-06, 'epoch': 18.24}
{'loss': 0.0586, 'learning_rate': 3.296160619965056e-06, 'epoch': 18.32}
{'loss': 0.0622, 'learning_rate': 3.254476039959326e-06, 'epoch': 18.41}
{'loss': 0.0632, 'learning_rate': 3.212929165865384e-06, 'epoch': 18.49}
{'loss': 0.0586, 'learning_rate': 3.1715232753524583e-06, 'epoch': 18.58}
{'loss': 0.0595, 'learning_rate': 3.1302616349674665e-06, 'epoch': 18.66}
{'loss': 0.0591, 'learning_rate': 3.0891474998773036e-06, 'epoch': 18.74}
{'loss': 0.0588, 'learning_rate': 3.0481841136120467e-06, 'epoch': 18.83}
{'loss': 0.058, 'learning_rate': 3.007374707809059e-06, 'epoch': 18.91}
{'loss': 0.059, 'learning_rate': 2.966722501958057e-06, 'epoch': 19.0}
{'eval_loss': 0.11371336132287979, 'eval_runtime': 10.7133, 'eval_samples_per_second': 141.693, 'eval_steps_per_second': 17.735, 'epoch': 19.0}
{'loss': 0.0567, 'learning_rate': 2.9262307031471132e-06, 'epoch': 19.08}
{'loss': 0.0603, 'learning_rate': 2.885902505809649e-06, 'epoch': 19.17}
{'loss': 0.0565, 'learning_rate': 2.845741091472423e-06, 'epoch': 19.25}
{'loss': 0.0585, 'learning_rate': 2.805749628504535e-06, 'epoch': 19.34}
{'loss': 0.0562, 'learning_rate': 2.7659312718674724e-06, 'epoch': 19.42}
{'loss': 0.0595, 'learning_rate': 2.726289162866217e-06, 'epoch': 19.51}
{'loss': 0.0575, 'learning_rate': 2.686826428901416e-06, 'epoch': 19.59}
{'loss': 0.0563, 'learning_rate': 2.6475461832226625e-06, 'epoch': 19.68}
{'loss': 0.0589, 'learning_rate': 2.6084515246828958e-06, 'epoch': 19.76}
{'loss': 0.0567, 'learning_rate': 2.5695455374939147e-06, 'epoch': 19.85}
{'loss': 0.0598, 'learning_rate': 2.530831290983079e-06, 'epoch': 19.93}
{'eval_loss': 0.11160778254270554, 'eval_runtime': 10.6515, 'eval_samples_per_second': 142.515, 'eval_steps_per_second': 17.838, 'epoch': 20.0}
{'loss': 0.0595, 'learning_rate': 2.492311839351152e-06, 'epoch': 20.02}
{'loss': 0.0543, 'learning_rate': 2.4539902214313597e-06, 'epoch': 20.1}
{'loss': 0.0554, 'learning_rate': 2.415869460449654e-06, 'epoch': 20.19}
{'loss': 0.0561, 'learning_rate': 2.3779525637862117e-06, 'epoch': 20.27}
{'loss': 0.0566, 'learning_rate': 2.340242522738168e-06, 'epoch': 20.36}
{'loss': 0.0559, 'learning_rate': 2.3027423122836435e-06, 'epoch': 20.44}
{'loss': 0.0578, 'learning_rate': 2.2654548908470336e-06, 'epoch': 20.53}
{'loss': 0.061, 'learning_rate': 2.2283832000656304e-06, 'epoch': 20.61}
{'loss': 0.0554, 'learning_rate': 2.191530164557539e-06, 'epoch': 20.7}
{'loss': 0.0556, 'learning_rate': 2.15489869169096e-06, 'epoch': 20.78}
{'loss': 0.0591, 'learning_rate': 2.118491671354827e-06, 'epoch': 20.87}
{'loss': 0.0575, 'learning_rate': 2.0823119757308123e-06, 'epoch': 20.95}
{'eval_loss': 0.11451426893472672, 'eval_runtime': 10.6489, 'eval_samples_per_second': 142.551, 'eval_steps_per_second': 17.842, 'epoch': 21.0}
{'loss': 0.058, 'learning_rate': 2.0463624590667486e-06, 'epoch': 21.03}
{'loss': 0.0553, 'learning_rate': 2.0106459574514436e-06, 'epoch': 21.12}
{'loss': 0.0566, 'learning_rate': 1.975165288590946e-06, 'epoch': 21.2}
{'loss': 0.0557, 'learning_rate': 1.9399232515862523e-06, 'epoch': 21.29}
{'loss': 0.0554, 'learning_rate': 1.9049226267124844e-06, 'epoch': 21.37}
{'loss': 0.0559, 'learning_rate': 1.8701661751995486e-06, 'epoch': 21.46}
{'loss': 0.0539, 'learning_rate': 1.8356566390142998e-06, 'epoch': 21.54}
